Identifiant,"Date (AAAA/MM/JJ)",Heure,Nom,"Région épicentrale",Choc,"X RGF93/L93","Y RGF93/L93","Latitude en WGS 84","Longitude en WGS 84","Intensité épicentrale","Qualité intensité épicentrale"
40079,1925/12/29,"6 h","PREALPES DE DIGNE (THOARD ?)","ALPES PROVENCALES",,950805.98,6338420.86,44.10,6.13,4,ARBITRAIRE
650294,1926/01/10,"4 h 57 min","LAVEDAN (ARGELES-GAZOST)","PYRENEES CENTRALES",,446843.94,6210593.97,42.95,-0.10,3,ARBITRAIRE
180016,1926/01/17,"18 h 40 min","MARCHE-BOISCHAUT (CHATEAUMEILLANT-LA CHATRE)",BERRY,REPLIQUE,638724.26,6607714.19,46.57,2.20,3,"INFORMATION ISOLÉE"
180017,1926/01/18,"5 h 30 min","MARCHE-BOISCHAUT (CHATEAUMEILLANT-LA CHATRE)",BERRY,REPLIQUE,638724.26,6607714.19,46.57,2.20,4.5,"INFORMATION ISOLÉE"
180019,1926/03/02,"6 h","MARCHE-BOISCHAUT (CHATEAUMEILLANT-LA CHATRE)",BERRY,REPLIQUE,638724.26,6607714.19,46.57,2.20,3,"INFORMATION ISOLÉE"
650295,1926/03/10,"22 h 49 min","BIGORRE (BAGNERES-DE-BIGORRE)","PYRENEES CENTRALES",,467718.61,6222788.66,43.07,0.15,3,"INFORMATION ISOLÉE"
180020,1926/03/12,"21 h 48 min","MARCHE-BOISCHAUT (CHATEAUMEILLANT)",BERRY,REPLIQUE,638724.26,6607714.19,46.57,2.20,3,"INFORMATION ISOLÉE"
500053,1926/03/28,"0 h 27 min","BOCAGE NORMAND (COUTANCES)",NORMANDIE,,374871.06,6892511.21,49.05,-1.45,3.5,"INFORMATION ISOLÉE"
60084,1926/04/13,"23 h 25 min","ALPES NICOISES (SOSPEL)","ALPES MARITIMES","GROUPE DE SECOUSSES D UN ESSAIM",1057458.85,6319444.69,43.88,7.45,4,"INFORMATION ISOLÉE"
760057,1926/04/14,"18 h 45 min 15 sec","PAYS D'EU (LE TREPORT)",NORMANDIE,,582911.17,6995832.86,50.05,1.37,4,"INFORMATION ISOLÉE"
650296,1926/04/15,"20 h 30 min","LAVEDAN (ARGELES-GAZOST)","PYRENEES CENTRALES",,444270.32,6214404.97,42.98,-0.13,3,"ASSEZ SURE"
650298,1926/06/18,"13 h 10 min","BIGORRE (BAGNERES-DE-BIGORRE)","PYRENEES CENTRALES",,467718.61,6222788.66,43.07,0.15,3,"INFORMATION ISOLÉE"
650300,1926/09/10,"5 h","BIGORRE (BAGNERES-DE-BIGORRE)","PYRENEES CENTRALES",,467718.61,6222788.66,43.07,0.15,2.5,"INFORMATION ISOLÉE"
370016,1926/10/18,"21 h","VALLEE DE LA LOIRE (CHOUZE)",TOURAINE,,481968.06,6687280.57,47.25,0.12,4,"ASSEZ SURE"
880031,1926/12/03,"6 h 50 min 29 sec","VOSGES COMTOISES (LE VAL-D'AJOL ?)",VOSGES,,964834.83,6768873.93,47.97,6.55,4,"ASSEZ SURE"
60108,1926/12/05,"3 h 25 min","ALPES NICOISES (PEILLE)","ALPES MARITIMES",,1055094.70,6313746.97,43.83,7.42,3.5,"ASSEZ SURE"
60109,1926/12/05,"9 h 30 min","ALPES NICOISES (PEILLE)","ALPES MARITIMES",REPLIQUE,1053962.37,6309973.79,43.80,7.40,4,"ASSEZ SURE"
60086,1926/12/13,"15 h 15 min","ALPES NICOISES (CONTES)","ALPES MARITIMES",,1047164.11,6311453.13,43.82,7.32,4,"INFORMATION ISOLÉE"
650301,1927/01/07,"18 h 45 min","LAVEDAN (ARGELES-GAZOST)","PYRENEES CENTRALES",,456506.73,6213930.79,42.98,0.02,4,"ASSEZ SURE"
640302,1927/01/08,"8 h 45 min","BEARN (MONEIN)","PYRENEES OCCIDENTALES",,409248.00,6252988.23,43.32,-0.58,3,"INFORMATION ISOLÉE"
300012,1927/01/09,"2 h 15 min","GARRIGUES (NIMES)",CEVENNES,,811238.18,6306639.98,43.85,4.38,5.5,"ASSEZ SURE"
440041,1927/01/10,"5 h 54 min","PAYS DE NANTES (HERIC)","PAYS NANTAIS ET VENDEEN",,351883.54,6708289.81,47.38,-1.62,4,SURE
640303,1927/01/15,"2 h 5 min","BEARN (ARETTE) (= 8 JANV 1927 ?)","PYRENEES OCCIDENTALES",,398660.18,6229363.77,43.10,-0.70,3,"ASSEZ SURE"
60087,1927/01/28,"1 h 22 min","ALPES NICOISES (SOSPEL)","ALPES MARITIMES",,1057458.85,6319444.69,43.88,7.45,3.5,"INFORMATION ISOLÉE"
1150021,1927/02/17,"23 h 17 min 32 sec",JERSEY,"ILES ANGLO-NORMANDES",,324640.48,6908568.16,49.17,-2.15,5,"ASSEZ SURE"
650302,1927/02/23,"2 h 56 min 16 sec","BIGORRE (N-E. CAMPAN)","PYRENEES CENTRALES",,475607.37,6215091.53,43.00,0.25,3.5,ARBITRAIRE
50040,1927/04/06,"21 h 10 min","QUEYRAS (GUILLESTRE)","ALPES DAUPHINOISES",,987906.33,6403020.42,44.67,6.63,3,"ASSEZ SURE"
840074,1927/07/24,"22 h 15 min","BARONNIES (MALAUCENE)",VAUCLUSE,,875811.76,6347003.69,44.20,5.20,7,"ASSEZ SURE"
840090,1927/07/24,"23 h 55 min","BARONNIES (MALAUCENE)",VAUCLUSE,REPLIQUE,877039.40,6350742.75,44.23,5.22,3,INCERTAINE
300013,1927/08/07,"12 h 30 min","COSTIERE (S. REMOULINS)",CEVENNES,,825905.34,6310618.63,43.88,4.57,5,"ASSEZ SURE"
500037,1927/08/21,"7 h 25 min","BOCAGE NORMAND (LESSAY)",NORMANDIE,,367320.76,6909653.47,49.20,-1.57,4,INCERTAINE
440042,1927/10/01,"1 h 30 min","PAYS DE RETZ (LA MARNE)","PAYS NANTAIS ET VENDEEN",,339504.37,6670079.26,47.03,-1.75,5,"ASSEZ SURE"
610009,1927/11/19,"23 h 3 min 23 sec","BOCAGE NORMAND (FLERS)",NORMANDIE,,438021.42,6859611.31,48.78,-0.57,6,"ASSEZ SURE"
640304,1928/01/16,"5 h 28 min 20 sec","BEARN (ISSOR)","PYRENEES OCCIDENTALES",,397478.14,6233129.41,43.13,-0.72,5,"ASSEZ SURE"
640305,1928/01/25,"14 h 40 min","BEARN (ISSOR)","PYRENEES OCCIDENTALES",REPLIQUE,407987.16,6225223.27,43.07,-0.58,4,"ASSEZ SURE"
200006,1928/02/07,"23 h","PAYS D'AJACCIO (CAURO)",CORSE,,1200699.28,6115366.27,41.97,9.03,5,SURE
40080,1928/06/01,"19 h 12 min","MOYENNE-DURANCE (MANOSQUE)","ALPES PROVENCALES",,926460.65,6309705.03,43.85,5.82,4,"ASSEZ SURE"
490072,1928/06/24,"0 h 50 min","MAUGES (BEAUPREAU)",ANJOU,,396142.82,6687326.78,47.22,-1.02,5,"ASSEZ SURE"
650304,1928/08/21,"23 h 40 min 11 sec","BIGORRE (CADEAC)","PYRENEES CENTRALES",,493042.70,6207090.82,42.93,0.47,5,SURE
650306,1928/08/30,"20 h 2 min","BIGORRE (ASPIN-AURE)","PYRENEES CENTRALES",,487720.40,6210972.48,42.97,0.40,4.5,"ASSEZ SURE"
220022,1928/12/23,"22 h","TREGOR (TREGUIER)",BRETAGNE,,242469.46,6871761.85,48.78,-3.23,5,"INFORMATION ISOLÉE"
790017,1928/12/27,"21 h","PLAINES DU HAUT-POITOU (AIRVAULT)",POITOU,,466530.18,6647107.19,46.88,-0.07,4.5,INCERTAINE
560025,1929/01/03,"4 h 10 min","PLATEAUX BRETONS (JOSSELIN)",BRETAGNE,,285184.06,6781251.52,48.00,-2.57,5,INCERTAINE
860026,1929/01/04,"21 h 20 min","PLAINES DU HAUT-POITOU (LA GRIMAUDIERE)",POITOU,,473861.57,6639417.35,46.82,0.03,4.5,SURE
860027,1929/01/27,"2 h","CHATELLERAUDAIS (BONNEUIL-MATOURS)",POITOU,,509127.95,6628935.34,46.73,0.50,4,INCERTAINE
180025,1929/02/26,"0 h 20 min","BERRY (BOURGES)",BERRY,,654478.87,6664959.67,47.08,2.40,3.5,"INFORMATION ISOLÉE"
640308,1929/03/24,,"OSSAU (ARUDY)","PYRENEES OCCIDENTALES",,420364.17,6228382.75,43.10,-0.43,4.5,"INFORMATION ISOLÉE"
440043,1929/05/29,"18 h 56 min","PAYS DE NANTES (CARQUEFOU)","PAYS NANTAIS ET VENDEEN",,357416.69,6694987.51,47.27,-1.53,3,"ASSEZ SURE"
500038,1929/06/26,"1 h","BOCAGE NORMAND (ANNOVILLE)",NORMANDIE,PRECURSEUR,368257.39,6883605.30,48.97,-1.53,3,"INFORMATION ISOLÉE"
500039,1929/06/26,"15 h 20 min","BOCAGE NORMAND (ANNOVILLE)",NORMANDIE,,368257.39,6883605.30,48.97,-1.53,4,INCERTAINE
500040,1929/06/26,"23 h 50 min","BOCAGE NORMAND (LESSAY)",NORMANDIE,,369852.83,6911364.39,49.22,-1.53,3,"INFORMATION ISOLÉE"
560026,1929/10/29,"0 h 38 min","VANNETAIS (E. VANNES)",BRETAGNE,,272594.20,6745019.80,47.67,-2.70,5,"ASSEZ SURE"
650308,1929/12/01,"23 h 48 min 16 sec","BIGORRE (LOURDES)","PYRENEES CENTRALES",,450068.33,6223450.24,43.07,-0.07,4,INCERTAINE
650309,1929/12/02,"5 h 58 min","LAVEDAN (ARGELES-GAZOST)","PYRENEES CENTRALES",,448421.37,6216096.16,43.00,-0.08,4,"ASSEZ SURE"
650311,1929/12/12,"0 h 5 min","LAVEDAN (LAU-BALAGNAS)","PYRENEES CENTRALES",,448421.37,6216096.16,43.00,-0.08,4,"INFORMATION ISOLÉE"
650312,1929/12/12,"5 h 56 min 28 sec","BIGORRE (BAGNERES-DE-BIGORRE)","PYRENEES CENTRALES",,467384.25,6213528.82,42.98,0.15,5,INCERTAINE
650314,1929/12/12,"13 h","LAVEDAN (ARRENS-MARSOUS)","PYRENEES CENTRALES",,437321.71,6210975.05,42.95,-0.22,4,"INFORMATION ISOLÉE"
560027,1930/01/09,"19 h 38 min 17 sec","LANDES DE LANVAUX (MEUCON)",BRETAGNE,,265652.78,6752952.61,47.73,-2.80,7,SURE
560028,1930/01/10,"2 h","LANDES DE LANVAUX (MEUCON)",BRETAGNE,REPLIQUE,265652.78,6752952.61,47.73,-2.80,4,INCERTAINE
560058,1930/01/10,"17 h","LANDES DE LANVAUX (MEUCON)",BRETAGNE,REPLIQUE,267469.01,6743535.99,47.65,-2.77,2.5,"INFORMATION ISOLÉE"
560046,1930/01/18,"21 h 30 min","LANDES DE LANVAUX (TREDION)",BRETAGNE,,282374.16,6759171.66,47.80,-2.58,3,"INFORMATION ISOLÉE"
200007,1930/02/08,"1 h","CASTAGNICCIA (PENTA-AQUATELLA)",CORSE,,1225041.16,6174954.71,42.48,9.38,5.5,INCERTAINE
260109,1930/02/09,"2 h","BARONNIES (STE-JALLE)",DAUPHINE,"GROUPE DE SECOUSSES D UN ESSAIM",881987.64,6363850.18,44.35,5.28,4,INCERTAINE
650316,1930/02/22,"7 h 29 min 17 sec","LAVEDAN (W. ARGELES-GAZOST)","PYRENEES CENTRALES",,441774.09,6220068.59,43.03,-0.17,4,"ASSEZ SURE"
340018,1930/04/11,"12 h 30 min","VALLEE DE L'ORB (ST-PONS)",LANGUEDOC,,681115.61,6264943.78,43.48,2.77,4,INCERTAINE
90018,1930/05/03,"15 h 52 min 48 sec","PLANTAUREL (BENAC)","PYRENEES CENTRALES",,582858.45,6202980.62,42.92,1.57,4,"ASSEZ SURE"
90019,1930/05/05,"17 h","COUSERANS (LES CABANNES)","PYRENEES CENTRALES",REPLIQUE,592145.02,6187989.01,42.78,1.68,5,"INFORMATION ISOLÉE"
650317,1930/06/28,"2 h 13 min 50 sec","LAVEDAN (ARGELES-GAZOST)","PYRENEES CENTRALES",,448566.06,6219799.65,43.03,-0.08,5,"ASSEZ SURE"
730160,1930/07/04,"21 h 6 min 43 sec","VANOISE (S-E. ST-JEAN-DE-BELLEVILLE)","ALPES SAVOYARDES","GROUPE DE SECOUSSES D UN ESSAIM",980672.06,6474957.76,45.32,6.58,5.5,"ASSEZ SURE (SPONHEUER)"
500041,1930/07/09,"22 h 45 min","COTENTIN (ST-PIERRE-EGLISE ?)",NORMANDIE,,384847.77,6962522.71,49.68,-1.37,4,INCERTAINE
530011,1930/08/26,"4 h 10 min","COLLINES NORMANDES (LA FERRIERE-AUX-ETANGS)",NORMANDIE,,441114.08,6846488.27,48.67,-0.52,5,"ASSEZ SURE"
650318,1930/09/22,"5 h 54 min 19 sec","BIGORRE (W. CAMPAN)","PYRENEES CENTRALES",,458075.16,6219435.18,43.03,0.03,3.5,INCERTAINE
650320,1930/09/26,"18 h 50 min","BIGORRE (BANIOS)","PYRENEES CENTRALES",,474442.70,6220695.10,43.05,0.23,5,"INFORMATION ISOLÉE"
650322,1930/10/02,"8 h 37 min","BIGORRE (SEGUS)","PYRENEES CENTRALES",,448710.75,6223503.14,43.07,-0.08,3,"INFORMATION ISOLÉE"
650323,1930/10/04,"17 h 8 min 13 sec","LAVEDAN (CAUTERETS)","PYRENEES CENTRALES",,445191.03,6203239.95,42.88,-0.12,5,"ASSEZ SURE"
650324,1930/10/13,"18 h 45 min 13 sec","LAVEDAN (ARGELES-GAZOST)","PYRENEES CENTRALES",,452641.34,6219641.73,43.03,-0.03,6,"ASSEZ SURE"
500042,1930/11/11,"18 h 27 min","MANCHE (S-E. JERSEY)","ILES ANGLO-NORMANDES",,339601.16,6894609.29,49.05,-1.93,4.5,ARBITRAIRE
500043,1930/11/11,"18 h 43 min","MANCHE (S-E. JERSEY)","ILES ANGLO-NORMANDES",REPLIQUE,339601.16,6894609.29,49.05,-1.93,3.5,ARBITRAIRE
650325,1930/11/14,"2 h 23 min 21 sec","BIGORRE (BAGNERES-DE-BIGORRE)","PYRENEES CENTRALES",,467718.61,6222788.66,43.07,0.15,2,"INFORMATION ISOLÉE"
650326,1930/11/14,"6 h","LAVEDAN (AUCUN)","PYRENEES CENTRALES",,437321.71,6210975.05,42.95,-0.22,2,"INFORMATION ISOLÉE"
650327,1930/11/14,"8 h 22 min","BIGORRE (CHEUST)","PYRENEES CENTRALES",,456786.73,6221338.23,43.05,0.02,3,"INFORMATION ISOLÉE"
650328,1930/11/14,"11 h 30 min","LAVEDAN (SALLES)","PYRENEES CENTRALES",,445849.20,6219906.36,43.03,-0.12,2,"INFORMATION ISOLÉE"
650329,1930/11/14,"18 h","BIGORRE (LOURDES)","PYRENEES CENTRALES",,459779.75,6228643.28,43.12,0.05,2,"ASSEZ SURE"
650330,1930/11/14,"19 h","BIGORRE (E. BAGNERES)","PYRENEES CENTRALES",,478517.41,6220553.57,43.05,0.28,3,INCERTAINE
250014,1930/12/20,"17 h 30 min","AVANT-PAYS JURASSIEN (HERIMONCOURT)",FRANCHE-COMTE,,992504.67,6712710.23,47.45,6.88,3.5,"INFORMATION ISOLÉE"
250015,1930/12/23,"2 h","AVANT-PAYS JURASSIEN (HERIMONCOURT)",FRANCHE-COMTE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",992504.67,6712710.23,47.45,6.88,2,"INFORMATION ISOLÉE"
250017,1931/01/11,"16 h 45 min","AVANT-PAYS JURASSIEN (HERIMONCOURT)",FRANCHE-COMTE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",992595.69,6710860.95,47.43,6.88,4,"ASSEZ SURE"
250018,1931/01/11,"19 h","AVANT-PAYS JURASSIEN (HERIMONCOURT)",FRANCHE-COMTE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",992504.67,6712710.23,47.45,6.88,3,"INFORMATION ISOLÉE"
250019,1931/01/11,"20 h 20 min","AVANT-PAYS JURASSIEN (HERIMONCOURT)",FRANCHE-COMTE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",992504.67,6712710.23,47.45,6.88,4,"INFORMATION ISOLÉE"
650331,1931/04/04,"21 h 20 min 17 sec","LAVEDAN (ARGELES-GAZOST)","PYRENEES CENTRALES",,442910.75,6214459.09,42.98,-0.15,4,"ASSEZ SURE"
370017,1931/04/15,"21 h 5 min","CHINONAIS (CHINON)",TOURAINE,,489265.71,6679608.61,47.18,0.22,3,"ASSEZ SURE"
650332,1931/04/15,"2 h 15 min 11 sec","LAVEDAN (ARGELES-GAZOST)","PYRENEES CENTRALES",,447062.16,6216149.41,43.00,-0.10,4,INCERTAINE
490088,1931/05/03,"14 h 25 min","VAL D'ANJOU (ANGERS)",ANJOU,,432668.50,6713378.05,47.47,-0.55,3,"INFORMATION ISOLÉE"
170108,1931/06/10,"20 h 0 min","MARAIS POITEVIN (MARANS)",CHARENTES,,394624.06,6581759.38,46.27,-0.97,4,"ASSEZ SURE"
380048,1931/09/11,"22 h 30 min","CHARTREUSE (E. ST-LAURENT-DU-PONT)",DAUPHINE,,919017.08,6481726.38,45.40,5.80,4,"ASSEZ SURE"
650334,1931/09/24,"19 h 54 min","LAVEDAN (ARGELES-GAZOST)","PYRENEES CENTRALES",,452285.48,6210382.53,42.95,-0.03,3.5,"ASSEZ SURE"
650335,1931/11/23,"17 h 55 min 11 sec","BIGORRE (PIC DU MIDI)","PYRENEES CENTRALES",,463305.09,6213677.41,42.98,0.10,4,"ASSEZ SURE"
50041,1932/01/19,"21 h 29 min","QUEYRAS (CEILLAC)","ALPES DAUPHINOISES",,999783.45,6403578.61,44.67,6.78,5.5,INCERTAINE
560029,1932/02/07,"3 h 25 min","PLATEAUX BRETONS (JOSSELIN)",BRETAGNE,,287404.61,6777382.02,47.97,-2.53,5,"ASSEZ SURE"
740076,1932/02/17,"3 h 5 min","MASSIF DU MONT-BLANC (VALLORCINE)","ALPES SAVOYARDES",,1004009.89,6557599.72,46.05,6.93,3,"INFORMATION ISOLÉE"
830006,1932/05/01,"3 h 42 min","MEDITERRANEE (S. MARSEILLE)",PROVENCE,,873837.97,6222797.78,43.08,5.13,6,ARBITRAIRE
440044,1932/11/14,"19 h","ESTUAIRE DE LA LOIRE (INDRE)","PAYS NANTAIS ET VENDEEN",,346914.83,6688182.14,47.20,-1.67,4,"ASSEZ SURE"
650337,1932/11/14,"23 h 5 min","BIGORRE (CAMPAN)","PYRENEES CENTRALES",,468943.46,6219035.85,43.03,0.17,4,"ASSEZ SURE"
440045,1932/11/22,"19 h","PAYS DE NANTES (NANTES)","PAYS NANTAIS ET VENDEEN",,359405.69,6685601.86,47.18,-1.50,4,"ASSEZ SURE"
650338,1932/12/22,"14 h 2 min","BIGORRE (CAMPAN)","PYRENEES CENTRALES",,473084.53,6220742.85,43.05,0.22,3.5,"ASSEZ SURE"
660074,1932/12/23,"15 h","FENOUILLEDES (LE VIVIER)","PYRENEES ORIENTALES","GROUPE DE SECOUSSES D UN ESSAIM",661771.35,6187202.74,42.78,2.53,4,"ASSEZ SURE"
650339,1933/01/04,"23 h 43 min 43 sec","BIGORRE (LABASSERE)","PYRENEES CENTRALES",,465003.09,6222887.29,43.07,0.12,4,"ASSEZ SURE"
650340,1933/01/06,"6 h 19 min 30 sec","BIGORRE (MERILHEU)","PYRENEES CENTRALES",,469076.42,6222739.78,43.07,0.17,4,"ASSEZ SURE"
480008,1933/01/19,"21 h","AUBRAC (NASBINALS)",CEVENNES,,707915.10,6405656.72,44.75,3.10,4.5,"ASSEZ SURE"
480009,1933/01/29,"20 h 45 min","AUBRAC (NASBINALS)",CEVENNES,REPLIQUE,700000.00,6407502.97,44.77,3.00,4.5,"ASSEZ SURE"
650341,1933/02/05,"18 h 9 min 26 sec","BIGORRE (PIC DU MIDI)","PYRENEES CENTRALES",,459364.46,6217532.47,43.02,0.05,4,"ASSEZ SURE"
40081,1933/03/13,"16 h 42 min","MOYENNE-DURANCE (SISTERON)","ALPES PROVENCALES",,935723.25,6348958.13,44.20,5.95,5,INCERTAINE
1150024,1933/04/12,"14 h 30 min 17 sec",JERSEY,"ILES ANGLO-NORMANDES",,338385.16,6894685.49,49.05,-1.95,4.5,"ASSEZ SURE"
230011,1933/07/03,"22 h 10 min","HAUTE-MARCHE (NOUZERINES)",LIMOUSIN,,633435.28,6591110.77,46.42,2.13,4,"ASSEZ SURE"
360019,1933/07/06,"21 h 10 min","MARCHE-BOISCHAUT (STE-SEVERE-SUR-INDRE)",BERRY,,628446.47,6602273.85,46.52,2.07,5.5,"ASSEZ SURE"
440046,1933/07/06,"19 h 27 min","PAYS DE NANTES (NANTES)","PAYS NANTAIS ET VENDEEN",,349868.29,6695426.15,47.27,-1.63,4,"ASSEZ SURE"
630066,1933/08/03,"8 h 33 min 32 sec","COMBRAILLE (PIONSAT)",AUVERGNE,,683272.15,6559303.52,46.13,2.78,5,"ASSEZ SURE"
40082,1933/09/19,"3 h 46 min","UBAYE (LE LAUZET)","ALPES PROVENCALES",,975927.17,6374682.76,44.42,6.47,6.5,SURE
790019,1933/09/20,"18 h 50 min","GATINE (LA CHAPELLE-SAINT-LAURENT)",POITOU,,434093.46,6631779.54,46.73,-0.48,4.5,"ASSEZ SURE"
40084,1933/09/21,"21 h","UBAYE (LE LAUZET)","ALPES PROVENCALES",REPLIQUE,975927.17,6374682.76,44.42,6.47,4,"ASSEZ SURE"
450009,1933/10/03,"7 h 54 min 20 sec","VAL DE LOIRE (TIGY)","ORLEANAIS-BLESOIS-PAYS CHARTRAIN",,637616.99,6744729.80,47.80,2.17,6,SURE
650342,1933/10/22,"5 h 40 min 34 sec","LAVEDAN (ESTAING)","PYRENEES CENTRALES",,444049.76,6208849.54,42.93,-0.13,3,"ASSEZ SURE"
380049,1933/11/07,"9 h 48 min 40 sec","BELLEDONNE (CHAMPAGNIER)",DAUPHINE,,916267.76,6448291.65,45.10,5.75,4.5,"ASSEZ SURE"
650343,1933/11/29,"14 h 54 min 32 sec","BIGORRE (PIC DU MIDI)","PYRENEES CENTRALES",,462150.67,6219283.28,43.03,0.08,4,INCERTAINE
640311,1934/01/01,"4 h 54 min","PAYS BASQUE (N. ISPOURE)","PYRENEES OCCIDENTALES",,357212.14,6242575.00,43.20,-1.22,5,SURE
650344,1934/02/03,"1 h 53 min 12 sec","BIGORRE (PIC DU MIDI)","PYRENEES CENTRALES",,461876.93,6211875.61,42.97,0.08,5,ARBITRAIRE
260115,1934/05/01,"2 h 14 min","TRICASTIN (MALATAVERNE)",DAUPHINE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",839282.47,6372019.69,44.43,4.75,5,"ASSEZ SURE"
650345,1934/05/07,"4 h 35 min 30 sec","LAVEDAN (W. ARGELES-GAZOST)","PYRENEES CENTRALES",,440191.72,6214568.19,42.98,-0.18,4,"ASSEZ SURE"
260116,1934/05/10,"10 h 30 min","TRICASTIN (VALAURIE)",DAUPHINE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",844630.17,6370288.62,44.42,4.82,4,"ASSEZ SURE"
260118,1934/05/11,"13 h 40 min","TRICASTIN (GRANGES-GONTARDES)",DAUPHINE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",840650.19,6370198.30,44.42,4.77,5,"ASSEZ SURE"
260120,1934/05/11,"22 h","TRICASTIN (ROUSSAS)",DAUPHINE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",842018.62,6368377.08,44.40,4.78,6,"ASSEZ SURE"
260121,1934/05/11,"22 h 15 min","TRICASTIN (GRANGES-GONTARDES)",DAUPHINE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",840650.19,6370198.30,44.42,4.77,5,"ASSEZ SURE"
260122,1934/05/12,"8 h 21 min 16 sec","TRICASTIN (VALAURIE)",DAUPHINE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",843261.29,6372109.14,44.43,4.80,7,SURE
260177,1934/05/12,"3 h 30 min","TRICASTIN (DONZERE)",DAUPHINE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",839323.50,6370168.75,44.42,4.75,5,INCERTAINE
260186,1934/05/12,"2 h","TRICASTIN (GRANGES-GONTARDES)",DAUPHINE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",840650.19,6370198.30,44.42,4.77,5,INCERTAINE
260123,1934/05/13,"18 h 25 min","TRICASTIN (LA GARDE-ADHEMAR)",DAUPHINE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",839405.56,6366466.61,44.38,4.75,5,INCERTAINE
260124,1934/05/14,"3 h 25 min","TRICASTIN (GRANGES-GONTARDES)",DAUPHINE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",840650.19,6370198.30,44.42,4.77,5,"ASSEZ SURE"
260126,1934/05/16,"3 h 52 min 14 sec","TRICASTIN (VALAURIE)",DAUPHINE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",843345.69,6368407.19,44.40,4.80,6,SURE
260127,1934/05/16,"4 h 30 min 47 sec","TRICASTIN (BOUCHET)",DAUPHINE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",846171.68,6361064.15,44.33,4.83,6,INCERTAINE
260134,1934/05/24,"18 h 55 min","TRICASTIN (DONZERE)",DAUPHINE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",839282.47,6372019.69,44.43,4.75,4,INCERTAINE
260138,1934/06/24,"9 h 25 min","TRICASTIN (VALAURIE)",DAUPHINE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",843303.49,6370258.23,44.42,4.80,6,SURE
1110073,1934/07/01,"18 h 17 min 50 sec","OUTRE-FORET (SELTZ)",ALSACE,,1073873.72,6875037.71,48.87,8.10,5,"ASSEZ SURE"
260140,1934/07/14,"5 h 45 min","TRICASTIN (GRANGES-GONTARDES)",DAUPHINE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",843303.49,6370258.23,44.42,4.80,5,INCERTAINE
670088,1934/08/09,"22 h 56 min 45 sec","PLAINE DE BASSE-ALSACE (BOOFZHEIM)",ALSACE,,1046660.81,6817656.90,48.37,7.68,4,"ASSEZ SURE"
260183,1934/08/17,"2 h","TRICASTIN (MALATAVERNE)",DAUPHINE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",839159.38,6377572.65,44.48,4.75,2.5,"INFORMATION ISOLÉE"
50042,1934/08/23,"4 h","QUEYRAS (GUILLESTRE)","ALPES DAUPHINOISES",,989226.09,6403081.32,44.67,6.65,4,"INFORMATION ISOLÉE"
670089,1934/09/12,"20 h 50 min 57 sec","PLAINE DE BASSE-ALSACE (ERSTEIN)",ALSACE,,1045100.37,6823131.78,48.42,7.67,5,SURE
670090,1934/09/21,"19 h 50 min","PLAINE DE BASSE-ALSACE (FRIESENHEIM)",ALSACE,,1045866.30,6810186.94,48.30,7.67,3.5,INCERTAINE
640500,1934/10/06,"23 h 45 min","OSSAU (SEVIGNACQ-MEYRACQ)","PYRENEES OCCIDENTALES",,421800.88,6230175.21,43.12,-0.42,3.5,"INFORMATION ISOLÉE"
260142,1934/12/09,"17 h 40 min","TRICASTIN (VALAURIE)",DAUPHINE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",843303.49,6370258.23,44.42,4.80,6,INCERTAINE
130072,1934/12/23,"5 h 30 min","CRAU (SALON-DE-PROVENCE)",PROVENCE,,868005.14,6289360.64,43.68,5.08,4.5,SURE
650346,1935/01/02,"0 h 6 min 5 sec","BIGORRE (CAMPAN)","PYRENEES CENTRALES",,468943.46,6219035.85,43.03,0.17,3,"ASSEZ SURE"
680077,1935/03/04,"5 h","PLAINE DE HAUTE-ALSACE (PFASTATT)",ALSACE,,1023090.38,6751382.22,47.78,7.32,4,"ASSEZ SURE"
50043,1935/03/19,"7 h 27 min 17 sec","EMBRUNAIS (ST-CLEMENT)","ALPES DAUPHINOISES",,988332.11,6393773.57,44.58,6.63,7,SURE
